Incident_ID,schoolaffiliation,age_cat,shooterdied
19991117TXDID,Student,Teen,No
19991119NMDED,Student,Teen,No
19991206OKFOF,Student,Teen,No
20000110AKBAA,Student,Teen,No
20000113NMALA,Rival School Student,Teen,No
20000119FLRIN,Student,Teen,No
20000120NCERA,Former Student,Teen,No
20000126CAALM,Student,Teen,No
20000126NESOO,Student,Teen,No
20000210PAPEY,Student,Teen,No
20000214ILDUC,Student,,No
20000229MIBUF,Student,Child,No
20000310GABES,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20000323OHMCL,Student,Teen,No
20000406OKHUH,Parent,Adult,No
20000410AZLAT,Teacher,Adult,No
20000502COTHD,Student,Teen,No
20000510AZCAS,Intimate Relationship,Adult,Yes
20000526FLLAL,Student,Teen,No
20000717WADIR,Student,Teen,No
20000726OHTIC,Student,Teen,No
20000905OHBIB,Intimate Relationship,Adult,Yes
20000907ILLOR,No Relation,Teen,No
20000918OHMOM,Student,Teen,No
20000926LACAN,Student,Teen,No
20000926LACAN,Student,Teen,No
20001005MNMIM,Nonstudent,,No
20001024AZPIG,Former Student,Teen,No
20001101TXNEC,Student,Teen,No
20001201CAGRL,Student,Teen,Yes
20001201CAJUS,Student,Teen,No
20001207CARIR,Unknown,Teen,No
20001221FLNOM,No Relation,Teen,No
20010103CABAS,Student,Teen,No
20010110CAHUO,Nonstudent,Teen,Yes
20010117MDLAB,Unknown,Teen,No
20010202MIOSD,Student,Teen,No
20010302CAHOS,Student,Teen,Yes
20010305CASAS,Student,Teen,No
20010306MDLAL,Student,Teen,No
20010307PABIW,Student,Teen,No
20010307WAKEC,Student,Teen,No
20010322CAGRE,Student,Teen,Yes
20010330INLEG,Former Student,Teen,No
20010402TXKLH,Student,Teen,Yes
20010410WAWAM,Student,Teen,No
20010420LAMOM,Student,Teen,No
20010425OHJOC,Unknown,,No
20010515TXENE,Student,Teen,Yes
20010607TXOUA,Police Officer/SRO,Adult,No
20010730CABEL,No Relation,,No
20010912KYLAC,Parent,Adult,No
20010921MDLAB,Student,Teen,No
20011012UTTAT,Student,Teen,Yes
20011026CARER,Student,Teen,No
20011026MIBES,Student,Teen,No
20011112MICAC,Former Student,Teen,Yes
20011130TXFRF,Teacher,Adult,No
20020111MSRAJ,Student,Teen,No
20020115NYMAN,Student,Teen,No
20020124PAOLO,Other Staff,Adult,No
20020201TXBRB,Other Staff,Adult,No
20020206CAGAL,Student,Teen,No
20020207ILROC,Student,Teen,No
20020322CAJOC,Student,Teen,No
20020406MDLEB,Police Officer/SRO,Adult,No
20020426LAABN,Security Guard,Adult,No
20021004MTCMG,Relative,Teen,No
20021004TXPAS,Student,Teen,Yes
20021007MDBEB,No Relation,Teen,No
20021029NJLIJ,Student,Teen,No
20021107MOSTL,Parent,Adult,No
20021115CAAML,Unknown,,No
20021115TXSCS,Former Student,Teen,No
20021202MIOSD,Student,Teen,No
20021212WAWIC,Student,Teen,Yes
20021216ILENC,Student,Teen,No
20030121KYWEO,Student,,No
20030130OKJEJ,Student,Teen,No
20030205CORAW,Student,Teen,No
20030318IACLG,Student,Teen,No
20030321MSNOM,Student,Teen,Yes
20030330CAROW,No Relation,Teen,No
20030401DCCAW,Student,Teen,No
20030414LAFAS,Student,Teen,No
20030414LAJON,Rival School Student,Teen,No
20030414LAJON,Rival School Student,Teen,No
20030414LAJON,Rival School Student,Teen,No
20030416TXGRA,Student,,Yes
20030424PARER,Student,Teen,Yes
20030513PAFOJ,Student,Teen,Yes
20030604PAROW,Student,,Yes
20030910MSVIV,No Relation,Teen,No
20030917MACHB,Student,Teen,No
20030917MDOKE,Student,Teen,No
20030922WALES,Student,Teen,No
20030924MNROC,Student,Teen,No
20030925NCBUL,Student,Teen,No
20031001CARIS,Police Officer/SRO,Teen,No
20031007OHKEA,Student,Teen,No
20031029LAMAM,Student,Teen,No
20031030DCANW,Unknown,,No
20031108TXHIS,Nonstudent Using Athletic Facilities/Attending Game,,No
20031113NCEAC,Student,Teen,No
20031202ILFEC,Police Officer/SRO,Adult,Yes
20031204OKDOO,Student,Teen,No
20031205ILCAC,Student,Teen,No
20031217MDOLM,Unknown,,No
20031222NJCOW,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20031229FLABE,Unknown,Teen,No
20040115CAPOP,Student,Teen,No
20040121NVFAH,Intimate Relationship,Adult,Yes
20040202DCBAW,Student,Teen,No
20040203TXYOH,Student,,No
20040206LAFAS,Police Officer/SRO,Adult,No
20040209NYCOE,Student,Teen,No
20040211PATMP,No Relation,Adult,No
20040211PATMP,No Relation,,No
20040213OHCOD,Student,Teen,No
20040220LAGAS,Intimate Relationship,Adult,Yes
20040305CASAL,Unknown,,No
20040317WACRJ,Student,Teen,Yes
20040504TXKAH,Unknown,Teen,No
20040507MDRAR,Unknown,Teen,No
20040507MDRAR,Student,,No
20040512CAEAM,Gang Member,Teen,No
20040524UTWES,Intimate Relationship,Adult,Yes
20040609CACAO,Unknown,,No
20040803ALHUB,Student,Teen,No
20040824TNHAM,Student,Teen,No
20040830ILPRM,No Relation,Adult,No
20040912LABON,Unknown,Adult,No
20040915INWIG,Student,Teen,No
20041002NEJEG,No Relation,Teen,No
20041007MANEN,Student,Teen,Yes
20041012CALAS,No Relation,Adult,Yes
20041012CALAS,No Relation,Adult,Yes
20041015CABIB,Unknown,Teen,No
20041021MDTHB,Student,Teen,No
20041022CATYH,Unknown,,No
20041115ALPAB,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20041115INBRG,Parent,Adult,No
20041115INBRG,Parent,Adult,No
20041116SCBAB,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20041117FLAPA,Student,Teen,No
20041119FLTEJ,Student,Teen,No
20041209WALAS,Student,Teen,Yes
20041213LALAL,Unknown,,No
20041231TXRIR,Other Staff,Adult,Yes
20050105PAMUN,Unknown,Teen,No
20050126ILWOP,Student,Teen,No
20050204GAMCA,Relative,Teen,No
20050208ILBOC,Student,Teen,No
20050302TNSTD,Student,Teen,No
20050309TNMAN,Former Student,Teen,No
20050310TXZAD,Unknown,,No
20050314OHLEC,Student,Child,No
20050316PACAP,No Relation,,No
20050317CALOL,No Relation,Teen,No
20050317LAOPA,Student,,No
20050321MNRER,Former Student,Teen,Yes
20050321NYNEB,Student,Teen,No
20050324TNFAM,Student,Teen,No
20050330TNEAM,Student,Teen,No
20050407TXCAC,Parent,Adult,No
20050427LALER,Student,Teen,No
20050429OHDAC,Unknown,Teen,No
20050514TXBER,Rival School Student,Teen,No
20050517PAHIL,Intimate Relationship,Adult,Yes
20050520ILLOM,Former Student,Teen,No
20050524COACD,Unknown,,No
20050524LABOS,Student,Teen,No
20050608NYARP,Student,Teen,No
20050612NJBAA,No Relation,Adult,No
20050718NJWEN,Relative,Adult,No
20050816VICOE,No Relation,Adult,No
20050816VICOE,No Relation,Adult,No
20050817CAPLB,No Relation,Adult,No
20050819GAMOM,Unknown,,No
20050825TNMAD,Student,Teen,No
20050901AKDIA,Student,Teen,No
20050902FLSOJ,No Relation,,No
20050913ILHAC,Student,Teen,No
20050924MISAS,Unknown,,No
20051011MIFAF,Student,Teen,No
20051014NYSAN,Student,Teen,No
20051019CASAS,Student,Teen,No
20051020MISAS,Student,Teen,No
20051027CABIF,No Relation,Adult,No
20051028MDANA,Student,Teen,No
20051028NYFAF,Unknown,,No
20051108TNCAJ,Student,Teen,No
20051115FLPAM,Student,Teen,No
20051116TXIRS,Police Officer/SRO,Adult,No
20051205MABOR,Student,Teen,No
20051206CASAG,Unknown,,No
20051206MICED,Nonstudent,,No
20060103NJLIJ,Student,Teen,No
20060110DEMOW,Student,Teen,No
20060111WIMAM,Unknown,,No
20060113ALPIP,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20060113FLMIL,Student,Teen,Yes
20060113MIOSD,Student,Teen,No
20060118MTFRA,Student,Teen,No
20060118TXPAA,Student,Teen,No
20060118VAINC,Nonstudent,Teen,No
20060119OHWIC,Nonstudent,Teen,No
20060119OHWIC,Nonstudent,Teen,No
20060123CAWIV,Student,Teen,No
20060127TXLAG,Student,Teen,No
20060130MTCMG,Student,Teen,Yes
20060203CALOC,Student,Child,No
20060209DEWIN,Nonstudent Using Athletic Facilities/Attending Game,,No
20060215PAWEY,Teacher,Adult,Yes
20060221PAWEP,No Relation,Adult,No
20060223ORROR,Student,Teen,No
20060310NYISN,Student,Teen,No
20060310NYISN,Student,Teen,No
20060314NVPIR,Student,Teen,No
20060405DCROW,Unknown,,No
20060418TXWEH,No Relation,,No
20060424NCEAC,Student,Teen,No
20060505FLPAM,Student,Teen,No
20060522SCBUI,Student,Teen,No
20060525PANON,Student,Teen,No
20060605CAVEL,Unknown,,No
20060606INWIG,Relative,Teen,No
20060615MIPED,No Relation,Adult,No
20060731FLYOT,Intimate Relationship,Adult,Yes
20060815KYJTV,Student,Teen,No
20060817TXMEA,No Relation,Teen,No
20060817TXMEA,No Relation,Teen,No
20060819OHSOY,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20060820GALYH,Unknown,Teen,No
20060821INCAN,Student,Teen,Yes
20060824VTESE,Intimate Relationship,Adult,No
20060829DCANW,Student,Teen,No
20060830NCORH,Former Student,Teen,No
20060831ALOXO,Nonstudent Using Athletic Facilities/Attending Game,,No
20060905TNKIM,Parent,Adult,No
20060908TXSOF,Police Officer/SRO,Adult,No
20060913MOWEC,Student,Teen,No
20060921DCCAW,Student,Teen,No
20060927COPLB,Unknown,Adult,Yes
20060929WIWEC,Student,Teen,No
20061002PAWEN,No Relation,Adult,Yes
20061009MOMEJ,Student,Teen,No
20061010NYPOP,Student,Teen,No
20061012MDGRB,Student,Child,No
20061017TXSEK,Student,Teen,Yes
20061031TNHAK,No Relation,Adult,No
20061111CALIO,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20061122GASAA,Unknown,,No
20061201NCJOT,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20061207NENOO,Student,Teen,No
20061211ILCLC,Student,Teen,No
20061212PASPS,Student,Teen,Yes
20061213PABAB,Student,Teen,No
20061214PAMCC,Student,Teen,Yes
20070102NCWEF,Student,Teen,No
20070103WAHET,Student,Teen,No
20070104MINOD,Unknown,,No
20070108OHROC,Student,Teen,No
20070109CAGRV,Unknown,,No
20070109NVWEL,No Relation,Adult,No
20070118PAWIP,Student,Teen,No
20070124TNHAS,Student,Teen,No
20070131ILHIC,Nonstudent,,No
20070207FLPAJ,Student,Teen,No
20070208ORCRP,Student,Teen,Yes
20070208TXSTP,Student,Teen,No
20070226CASLA,Student,,No
20070227GACLA,Student,Child,No
20070307CACEC,No Relation,,No
20070307MIHEM,Intimate Relationship,Teen,Yes
20070307TXGRG,Student,Teen,Yes
20070308TNEAC,Other Staff,Adult,No
20070323FLUNO,Student,Child,No
20070327CTSAH,Unknown,,No
20070329SCMYM,Student,Teen,No
20070410ILCHC,Student,Teen,No
20070410ORSPG,Student,Teen,No
20070418NCNOH,Student,Teen,Yes
20070503OHGED,Unknown,Teen,No
20070504TXTIE,Student,Teen,Yes
20070510MIHED,Unknown,,No
20070512TXWEM,Student,Teen,No
20070515TXLIL,Student,Teen,No
20070523RIOAC,Student,Child,No
20070530NCVAG,Unknown,,No
20070531NCNOG,Unknown,,No
20070617SCBRB,No Relation,,No
20070628TXDAD,Rival School Student,Teen,No
20070709ILCAC,Unknown,,No
20070804NJMON,Unknown,Teen,No
20070928CALAO,Student,Teen,No
20070930AZSSP,Unknown,Teen,No
20071001CTPLM,Student,Teen,No
20071010OHSUC,Student,Teen,Yes
20071024TNMAM,Student,Teen,No
20071105LAJOR,Student,Teen,Yes
20071126NYHOH,Student,Teen,No
20071221CABAU,No Relation,,No
20080204TNHAM,Student,Teen,No
20080211TNMIM,Student,Teen,No
20080214CAEOO,Student,Teen,No
20080306ALDAM,Student,Teen,Yes
20080416CAROF,Police Officer/SRO,Adult,No
20080516LAMAT,Student,Teen,Yes
20080811WAWAK,No Relation,Adult,No
20080814WALAF,Relative,Teen,No
20080821TNCEK,Student,Teen,No
20080902OHSOW,Student,Teen,No
20080915CAMIS,Student,Teen,Yes
20080919CAGEA,Unknown,,No
20081016MIHED,Student,Teen,No
20081020CAVAA,Student,Teen,Yes
20081023ALPRP,Parent,Adult,No
20081029CAELG,Student,Child,No
20081031MESTS,No Relation,Adult,No
20081103CABEB,Unknown,,No
20081103CAELO,Unknown,,No
20081112FLDIF,Student,Teen,No
20081115COTHL,Student,Teen,No
20081115UTDES,Student,Teen,No
20081118CACEC,Student,Teen,No
20081118CACOO,Student,Teen,No
20081125TXNOH,Unknown,Teen,No
20081130CAOAG,No Relation,Adult,No
20081202CAKIK,Unknown,Teen,No
20081205MNSHF,Teacher,Adult,Yes
20081212NCGUA,Unknown,Teen,No
20081212NYWIM,Unknown,Adult,No
20081221SCSUS,Unknown,Adult,No
20081222FLLAL,Unknown,Adult,Yes
20081227PAWIP,Unknown,,No
20081231GASHS,Unknown,Teen,No
20081231OKKEN,Unknown,Adult,Yes
20090108DEWIN,Police Officer/SRO,Adult,No
20090109ILDUC,Student,Teen,No
20090114ILPEC,Unknown,,No
20090120ILCOC,Student,Teen,No
20090120ILCOC,Student,Teen,No
20090120MIBEM,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20090120PAEAE,No Relation,Teen,No
20090123ILCAC,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20090127NCCLC,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20090210CABAE,Student,Child,No
20090211NCSCZ,Student,Child,No
20090217MICED,Nonstudent,Teen,No
20090217MICED,Nonstudent,Teen,No
20090220CAJOH,Unknown,,No
20090223CTBRN,Nonstudent,Teen,No
20090302SDROS,Student,Child,No
20090306NCWEF,Unknown,Teen,No
20090310FLRIJ,Student,Teen,No
20090310FLRIJ,Student,Teen,No
20090311TXCYH,Student,Teen,No
20090413CALOL,Unknown,,No
20090501WISHS,Student,Teen,Yes
20090505NYCAC,Student,Teen,Yes
20090518LALAL,Student,Teen,Yes
20090615CAINS,Unknown,,No
20090624IAAPP,Former Student,Adult,No
20090827NCWEF,Student,Teen,No
20090908CTSTS,Student,Teen,No
20090916VAVIG,Student,Teen,No
20091008NYMAM,No Relation,Adult,No
20091016SCCAC,Police Officer/SRO,Adult,No
20091030CAWIL,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20091106PAHAW,Student,Teen,No
20091211LABOS,Intimate Relationship,Adult,No
20100120ALLIL,Intimate Relationship,Adult,No
20100205ALDIM,Student,Teen,No
20100210TNINK,Teacher,Adult,No
20100223CODEL,Former Student,Adult,No
20100226WABIT,Intimate Relationship,Adult,No
20100428VAWOP,Student,Teen,No
20100518CASOS,Former Student,Teen,No
20100830TNSUB,Relative,Adult,No
20100908MIMUD,Student,Teen,No
20100921SCSOC,Student,Teen,No
20101001CAALS,Unknown,,No
20101008CAKEC,No Relation,Adult,No
20101023KSTOT,No Relation,Teen,No
20101023KSTOT,No Relation,,No
20101129WIMAM,Student,Teen,Yes
20101206COAUA,Former Student,Adult,No
20110104INCRC,Unknown,,No
20110105NEMIO,Student,Teen,Yes
20110118CAGAL,Student,Teen,No
20110202CALOP,Other Staff,Adult,No
20110325INMAM,Former Student,Teen,No
20110330TXWOH,Rival School Student,Teen,No
20110330TXWOH,Rival School Student,Teen,No
20110330TXWOH,Unknown,,No
20110413FLSHA,Unknown,Teen,No
20110419TXBEH,Student,Child,No
20110517WAHOE,Unknown,Teen,No
20110523HIHIP,Student,Teen,No
20110923WAISS,No Relation,Adult,Yes
20110930NCGAC,Unknown,,No
20110930ORWIP,Unknown,Teen,No
20110930ORWIP,Unknown,Teen,No
20111024NCCAF,Student,Teen,No
20111212TXHAE,No Relation,Adult,No
20111228MINOF,Unknown,Teen,No
20111228MINOF,Unknown,Teen,No
20120104TXCUB,Student,Child,Yes
20120110TXNOH,Student,Teen,No
20120210NHWAW,Student,Teen,No
20120222WAARB,Student,Child,No
20120227OHCHC,Student,Teen,No
20120306FLEPJ,Former Teacher,Adult,Yes
20120315ALLEM,Former Student,Teen,No
20120401ARKIR,No Relation,Teen,No
20120525AZWEA,Unknown,Adult,No
20120525NCMAC,Parent,Adult,No
20120706RINAP,No Relation,Teen,No
20120816TNHAM,No Relation,Adult,No
20120824GABAH,Student,Teen,Yes
20120827MDPEP,Student,Teen,No
20120907ILNON,Student,Teen,No
20120926OKSTS,Student,Teen,Yes
20121012NDFAF,Student,Teen,No
20121019ILBAC,Unknown,Teen,No
20121019ILBAC,Unknown,Teen,No
20121210TXSPH,Student,Teen,No
20121214CTSAN,Former Student,Teen,Yes
20130107FLAPF,Unknown,,No
20130110CATAT,Student,Teen,No
20130111MIOSD,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20130131GAPRA,Student,Teen,No
20130201MIMAD,Unknown,Teen,Yes
20130201MIMAD,Unknown,Teen,No
20130213CAHIS,No Relation,Teen,No
20130227GAGRA,Student,Teen,No
20130321MIDAS,Student,Teen,Yes
20130416TXTET,Student,Teen,Yes
20130429OHLAC,Student,Teen,No
20130430NMTUT,No Relation,Teen,Yes
20130513ALOSB,Parent,Adult,No
20130523FLREH,Student,Child,No
20130618NCHIC,Unknown,Teen,No
20130618NCHIC,Unknown,Teen,Yes
20130619FLALW,Other Staff,Adult,No
20130815TNNOC,No Relation,Adult,No
20130820GAROD,No Relation,Teen,No
20130822TNWEM,Student,Child,No
20130823MSNOS,Nonstudent Using Athletic Facilities/Attending Game,,No
20130823MSNOS,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20130823MSNOS,Nonstudent Using Athletic Facilities/Attending Game,,No
20130830NCCAW,Student,Teen,No
20130927ILROC,No Relation,Teen,No
20130928MENEG,No Relation,Teen,Yes
20131002NHWIS,No Relation,Adult,No
20131004FLAGP,No Relation,,No
20131015TXLAA,Student,Teen,Yes
20131021NVSPS,Student,,Yes
20131023CANEC,Student,Child,No
20131101IAALA,Former Student,Adult,Yes
20131103GASTL,Student,Teen,No
20131113PABRP,Student,Teen,No
20131204FLWEW,Student,Teen,No
20131213COARC,Student,Teen,Yes
20131219CAEDF,Student,Teen,No
20140109TNLIJ,Student,Teen,No
20140113CTHIN,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20140114LASTB,Unknown,Teen,No
20140114NMBER,Student,Teen,No
20140114PAKIL,Unknown,,No
20140117PADEP,Student,Teen,No
20140127ILREC,Student,Teen,No
20140128HIPRH,Police Officer/SRO,Adult,No
20140131AZCEP,No Relation,Teen,No
20140131AZCEP,No Relation,Teen,No
20140131IANOD,No Relation,Adult,No
20140131IANOD,No Relation,Adult,No
20140131IANOD,No Relation,Adult,No
20140131IANOD,No Relation,Adult,No
20140131IANOD,No Relation,Adult,No
20140131IANOD,No Relation,Adult,No
20140207ORBEB,Student,Teen,Yes
20140210NCSAS,Nonstudent,Teen,No
20140211OHCHL,Unknown,Teen,No
20140220MIRAR,Parent,Adult,No
20140307LAMAT,Unknown,Teen,No
20140312FLACM,No Relation,Adult,No
20140325GABEC,Student,Teen,No
20140325GABEC,Student,Teen,No
20140403NJUNN,No Relation,Adult,No
20140409NCDHG,Rival School Student,Teen,No
20140410OHLIC,No Relation,Adult,No
20140411MIEAD,Unknown,,No
20140421INSTG,Parent,Adult,Yes
20140421UTPRP,Student,Teen,No
20140503WAHOE,Nonstudent Using Athletic Facilities/Attending Game,,No
20140514CAJOR,Unknown,,No
20140521WICLM,No Relation,Teen,No
20140610ORRET,Student,Teen,Yes
20140623MOKEB,Student,Teen,No
20140813MDHEF,Unknown,Teen,No
20140813MDHEF,Unknown,,No
20140814VASAN,Unknown,Teen,No
20140909FLSTM,Student,Teen,No
20140909FLSTM,Student,Teen,No
20140909FLSTM,Student,Teen,No
20140909FLSTM,Student,Teen,No
20140909FLSTM,Student,Teen,No
20140910FLGRL,Student,Teen,Yes
20140911UTWET,Teacher,Adult,No
20140919IANOD,Unknown,Teen,No
20140925NHWEM,Former Student,,No
20140930KYFEL,Student,Teen,No
20140930NCALA,Student,Teen,No
20141003GALAF,Student,Teen,No
20141021TNAMM,Student,Teen,No
20141024GALAA,Student,Teen,No
20141024WAMAM,Student,Teen,Yes
20141120FLMIM,Student,Teen,No
20141212ORROP,Student,Teen,No
20141216PASUP,Unknown,,No
20141217MEBEW,Former Student,Adult,Yes
20141217MIGOW,Unknown,,No
20150115WIWIM,Parent,Adult,No
20150116FLVAO,Student,Teen,No
20150120ALWIM,Student,Teen,No
20150122SCROH,Student,Teen,No
20150126MNHAR,No Relation,Adult,Yes
20150204MDFRF,Nonstudent Using Athletic Facilities/Attending Game,,No
20150204MDFRF,Nonstudent Using Athletic Facilities/Attending Game,,No
20150215ARLAL,Relative,Adult,No
20150215CATEM,Unknown,Teen,No
20150330MOPEU,No Relation,Adult,No
20150417TXSES,Student,Teen,Yes
20150422NVRUL,Student,Child,No
20150427WANOL,Student,Teen,No
20150428MDDRW,No Relation,,No
20150504OHWIC,Unknown,,No
20150505GACOC,Student,Teen,No
20150512AZCOT,Student,Teen,Yes
20150512FLUNJ,No Relation,,No
20150520TXROR,Student,Teen,Yes
20150524MISOF,Unknown,,No
20150527FLEVE,No Relation,Adult,No
20150604NCSOF,No Relation,Adult,No
20150604NCSOF,No Relation,Adult,No
20150623NEFOF,No Relation,Adult,No
20150627CTSAH,Nonstudent Using Athletic Facilities/Attending Game,,No
20150629TXJOS,Unknown,Adult,Yes
20150705TXCOD,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20150724TXELC,Unknown,Teen,No
20150808TXPAP,Former Student,,No
20150823TXWIR,No Relation,Teen,No
20150825GAWSA,Student,Child,No
20150903ORNEN,No Relation,Adult,No
20150911LANOL,Unknown,,No
20150922NCCES,Parent,Adult,No
20150930SDHAH,Student,Teen,No
20151015TXKAS,Friend,Adult,No
20151024TXEDS,Unknown,,No
20151105GAVEM,Student,Child,No
20151111ARSUS,Student,Teen,No
20151120FLNAM,Other Student,Teen,No
20151204KSWEW,Student,Teen,No
20160112DECED,Student,Teen,No
20160113ARHAB,Student,Teen,No
20160120INNOI,Unknown,Adult,No
20160122INLAI,Student,Teen,No
20160129PABEP,Student,Teen,No
20160209MIMUM,No Relation,Adult,No
20160212AZING,Student,Teen,Yes
20160217FLROH,Other Staff,Adult,No
20160217PACHC,Student,Teen,No
20160226TXPAP,Parent,Adult,No
20160229OHMAM,Student,Teen,No
20160315ALHUB,Relative,Teen,No
20160423WIANA,Former Student,Teen,Yes
20160502TXKID,Student,Teen,No
20160504COEAP,No Relation,Adult,Yes
20160505MDHIB,Intimate Relationship,Adult,No
20160506FLOSP,No Relation,Adult,No
20160506IDROT,Student,Teen,No
20160513SCSOG,Student,Teen,No
20160515KSAUA,Relative,Adult,No
20160608MAJED,No Relation,Adult,No
20160608MAJED,No Relation,Adult,No
20160616ILMCC,Unknown,,No
20160630CAWOH,Unknown,,No
20160725MOAVA,Former Student,Teen,Yes
20160817OHWEC,No Relation,Adult,No
20160819FLSOM,Nonstudent Using Athletic Facilities/Attending Game,,No
20160902OKMCT,Unknown,Teen,No
20160907MIDED,Unknown,,No
20160908TXALA,Student,Teen,Yes
20160909IACEC,Student,Teen,Yes
20160909PASMY,Unknown,,No
20160926MSTAJ,No Relation,Teen,No
20160927OHELC,Unknown,,No
20160928SCTOT,Former Student,Teen,No
20160930ILCHC,Unknown,,No
20161006TXDUF,Unknown,,No
20161011ALVIM,Student,Teen,No
20161013OHLIC,Unknown,Teen,No
20161013OHLIC,Unknown,Teen,No
20161015GABEA,Unknown,,No
20161018CAJUS,Nonstudent,Teen,No
20161018CAJUS,Nonstudent,Teen,No
20161018CAJUS,Nonstudent,Teen,No
20161018CAJUS,Nonstudent,Teen,No
20161025UTUNS,Student,Teen,No
20161102COGRG,Student,Teen,Yes
20161103COBEB,Student,Teen,Yes
20161111MIBAA,Police Officer/SRO,Adult,No
20161117MNCRS,Student,Child,No
20161201UTMUB,Student,Teen,No
20161209MOBAS,Unknown,,No
20161209NVHUR,Police Officer/SRO,Adult,No
20170101DELAH,Unknown,Teen,No
20170110ALALA,Student,Teen,No
20170117FLFRE,Parent,Adult,No
20170120OHWEW,Student,Teen,No
20170127SCSOA,Unknown,Teen,No
20170127SCSOA,Nonstudent Using Athletic Facilities/Attending Game,Teen,No
20170206LASCB,Student,Teen,No
20170218MNMAM,No Relation,Adult,Yes
20170316ALROM,Student,Teen,No
20170321CAKIK,No Relation,Teen,No
20170328PALIP,Nonstudent Using Athletic Facilities/Attending Game,Teen,Yes
20170328PALIP,Nonstudent Using Athletic Facilities/Attending Game,Adult,No
20170410CANOS,Intimate Relationship,Adult,Yes
20170415OKBOT,Unknown,,No
20170515LAMOL,Student,Teen,No
20170523TXKEK,Other Staff,Adult,Yes
20170524ALGRG,Student,Teen,No
20170524NEMCO,No Relation,Adult,No
20170526OKMCT,Student,Teen,No
20170616ILWAC,No Relation,Teen,No
20170616ILWAC,No Relation,Teen,No
20170616ILWAC,No Relation,Teen,No
20170622SCWIF,Student,Teen,No
20170719WIHIM,Unknown,Adult,No
20170721UTSPS,Unknown,Teen,Yes
20170801GABAV,Unknown,,No
20170817GALIL,Teacher,Adult,No
20170831CAARS,Nonstudent Using Athletic Facilities/Attending Game,,No
20170908ARNON,Unknown,,No
20170908OHCOC,Student,Teen,No
20170913WAFRR,Student,Teen,No
20170920ILMAM,Student,Teen,No
20170928KYSOL,No Relation,Adult,No
20170929CASUL,Unknown,,No
20170929MOLEL,Student,Teen,Yes
20170930PAPUC,Unknown,Adult,No
20171012NCCHC,No Relation,Adult,No
20171012NCCHC,No Relation,Adult,No
20171014NCKEK,Parent,Adult,No
20171020OHSTT,Unknown,,No
20171027NYPRU,Unknown,,No
20171103MIPAL,Unknown,,No
20171109GABEC,Student,Teen,No
20171110GALAM,Student,Child,No
20171114CARAR,No Relation,Adult,Yes
20171114FLLAM,Student,Teen,Yes
20171117TNNOJ,Unknown,,No
20171123COMAD,Unknown,,No
20171123COMAD,Unknown,,No
20171123COMAD,Unknown,,No
20171128CABOS,No Relation,,No
20171129OHBAL,No Relation,Adult,No
20171130VASAV,Student,Teen,Yes
20171207NMAZA,Former Student,,Yes
20171209ILCHC,Unknown,,No
20171211NCHIH,Unknown,Teen,No
20171211NCHIH,Unknown,Teen,No
20171212TXSAP,Relative,,No
20171212TXSAP,Relative,Teen,No
20171214TXELD,Student,Child,No
20171219MIBEB,Unknown,,No
20171227CALIL,Unknown,Adult,No
20171231LAEDA,No Relation,Adult,No
20171231WAPIM,No Relation,Teen,No
20171231WAPIM,No Relation,Teen,No
20180104WANES,Unknown,,No
20180105IAFOF,No Relation,Adult,No
20180109AZCOS,Student,Teen,Yes
20180116VTMOM,No Relation,Adult,Yes
20180122LANEN,Unknown,,No
20180122TXITI,Student,Teen,No
20180123KYMAB,Student,Teen,No
20180125ALMUM,Student,Teen,No
20180126MIDED,Rival School Student,Teen,No
20180131PALIP,Unknown,,No
20180131PALIP,Unknown,,No
20180131PALIP,Unknown,,No
20180201CASAL,Student,,No
20180205MDOXO,Intimate Relationship,Teen,No
20180205MDOXO,Intimate Relationship,Teen,No
20180205MNHAM,Student,Child,No
20180208NYTHN,Student,Teen,No
20180209TNPEN,Student,Teen,No
20180214FLMAP,Former Student,Teen,No
20180215FLNOC,Police Officer/SRO,Adult,No
20180220OHJAM,Student,Teen,Yes
20180226WAOAT,Student,Teen,No
20180228GADAD,Teacher,Adult,No
20180305MOKIC,Student,Teen,Yes
20180307ALHUB,Student,Teen,No
20180309KYFRL,Student,Teen,No
20180313CASES,Police Officer/SRO,Adult,No
20180313VAGEA,Police Officer/SRO,Adult,No
20180316MTBIM,Police Officer/SRO,Adult,No
20180319VADOP,No Relation,Adult,No
20180320MDGRG,Student,Teen,Yes
