Incident_ID,weapontype,City_Lat,City_Lon
19941105CATHS,Handgun,37.7249296,-122.1560768
19941107OHWIW,No Data,41.605327,-81.453449
19941108IAWEM,No Data,42.4840907,-91.4555379
19941115WASTT,Handgun,47.2652366,-122.4483162
19950105DCCAW,Handgun,38.8950368,-77.0365427
19950110FLPAP,Handgun,26.8233946,-80.1386547
19950112WAGAS,Handgun,47.6055267,-122.3012677
19950123CASAR,Shotgun,34.0550328,-117.1827445
19950124DCSPW,Handgun,38.8950368,-77.0365427
19950202CAJOL,Handgun,33.7690164,-118.191604
19950208NECHS,Handgun,41.862302,-103.6627088
19950303MIPED,Handgun,42.3315509,-83.0466403
19950327MIRED,Handgun,42.3315509,-83.0466403
19950614FLLAL,Handgun,26.615891,-80.0691435
19950829TXMEL,Shotgun,27.5030915,-99.5075644
19950912TNCYM,Handgun,35.1185491,-89.904645
19950914KSOLO,Handgun,38.8838856,-94.81887
19950915KYGEW,Handgun,37.990079,-84.1796503
19950927ALBLP,Handgun,32.4078632,-87.0207473
19950929FLTAT,Handgun,28.8041579,-81.725632
19951012SCBLB,Handgun,33.3628637,-81.2647093
19951023FLLAC,Handgun,28.6714702,-81.3382005
19951030VAJOR,Handgun,37.5535535,-77.4114918
19951102FLBLM,No Data,25.7929198,-80.1353006
19951115TNRIL,Rifle,35.335538,-87.033002
19951128NYTHN,Handgun,40.7127281,-74.0060152
19960102PAGIG,No Data,42.0003907,-80.3187645
19960119DCWIW,No Data,38.8950368,-77.0365427
19960126TNEAM,Handgun,35.1185491,-89.904645
19960202WAFRM,Handgun,47.127456,-119.2832955
19960202WAFRM,Handgun,47.127456,-119.2832955
19960202WAFRM,Rifle,47.127456,-119.2832955
19960208CAMIM,Unknown,37.4519671,-122.177992
19960222GAJES,Handgun,32.0790074,-81.0921335
19960229MOBES,Handgun,38.6280278,-90.1910154
19960311NCNON,Handgun,36.147951,-80.770611
19960319NVSWL,Other,,
19960411ALTAT,Shotgun,30.547295,-88.1802037
19960415DCMCW,No Data,,
19960514UTBIT,Handgun,40.6676347,-111.9388027
19960522CACOC,Handgun,34.0739016,-117.3136547
19960604CAWEH,No Data,33.7475203,-116.9719684
19960726CAJOL,Handgun,34.0536909,-118.242766
19960925GADED,No Data,30.8736613,-84.5740953
19961002PASMP,No Data,39.9527237,-75.1635262
19961004CASTP,No Data,,
19961009ARJAS,No Data,34.8150907,-92.2243153
19961014MOSUS,No Data,38.6280278,-90.1910154
19961127CAHIS,Handgun,38.5810606,-121.493895
19970108NYCRN,Handgun,40.7127281,-74.0060152
19970127FLCOW,Handgun,26.715364,-80.0532942
19970206MSWIJ,Handgun,32.2998686,-90.1830408
19970213NYMOB,Handgun,40.8466508,-73.8785937
19970213NYSAB,Handgun,40.8466508,-73.8785937
19970219AKBEB,Shotgun,60.804878,-161.78215
19970220FLFIJ,Handgun,30.3321838,-81.655651
19970221NVRAL,Handgun,36.1672559,-115.148516
19970317MIPED,Handgun,42.3315509,-83.0466403
19970403CAMAM,No Data,,
19970428CAJOL,Handgun,34.0536909,-118.242766
19970430NYCIN,No Data,,
19970513FLNOM,Handgun,25.7741728,-80.19362
19970520OHDUD,Handgun,39.7589478,-84.1916069
19970624ALJEM,Handgun,32.3669656,-86.3006485
19971001MSPEP,Rifle,32.2735792,-90.127881
19971005OKMOO,Handgun,35.4729886,-97.5170536
19971010INWAG,Handgun,41.6020962,-87.3370647
19971014TXLAG,Handgun,32.8573945,-96.575419
19971015FLLIP,Shotgun,,
19971020CAMCO,No Data,37.8044557,-122.271356
19971022CAJON,Handgun,33.9092802,-118.0849169
19971107FLRIJ,Handgun,30.3321838,-81.655651
19971113CACRS,Handgun,38.5810606,-121.493895
19971201KYHEW,Multiple Unknown,37.0831102,-88.7442202
19971201KYHEW,Shotgun,37.0831102,-88.7442202
19971201KYHEW,Shotgun,37.0831102,-88.7442202
19971215ARSTS,Rifle,33.3654024,-93.4951758
19980212NJHOH,Handgun,40.7433066,-74.0323752
19980225MIRER,Rifle,43.875017,-85.51005
19980227VAMAF,Rifle,38.8462236,-77.3063733
19980324ARWEJ,Multiple Unknown,35.8272257,-90.6949871
19980325CAFED,Handgun,37.6904826,-122.47267
19980325MICOC,Shotgun,41.941091,-85.0030617
19980330NCGRC,Handgun,35.9131542,-79.05578
19980331WIOAO,Rifle,43.6860693,-88.5424345
19980423CACUL,No Data,,
19980424PAPAE,Handgun,41.8742225,-80.1317236
19980428CAPHP,Handgun,34.0553813,-117.7517496
19980428WIPAP,Handgun,43.5356594,-89.2951484
19980501FLNOM,No Data,25.7741728,-80.19362
19980501NYPUB,Handgun,42.8867166,-78.8783922
19980519TNLIF,Rifle,35.1353874,-86.5700417
19980521CARIR,Handgun,34.1064001,-117.3703235
19980521ORTHS,Handgun,44.0462362,-123.0220289
19980521ORTHS,Handgun,44.0462362,-123.0220289
19980521ORTHS,Rifle,44.0462362,-123.0220289
19980521WAONO,Handgun,46.5818782,-122.719397
19980527CAWAP,No Data,34.1476507,-118.1441551
19980529FLSTF,Handgun,26.1223084,-80.1433786
19980615VAARR,Handgun,37.5535535,-77.4114918
19980911CAHEG,No Data,34.1469416,-118.2478471
19980930FLLEL,Handgun,28.810823,-81.8778582
19980930FLNOM,No Data,25.7741728,-80.19362
19981103PAMAP,Rifle,39.9527237,-75.1635262
19981130NYHAH,Handgun,41.9539754,-75.2804502
19981203INERG,Handgun,41.6020962,-87.3370647
19981211INBEI,Handgun,39.7683331,-86.1583502
19990108GACEC,Handgun,33.5801103,-85.0766113
19990114NYHAN,Handgun,40.7127281,-74.0060152
19990121TXRIN,Handgun,32.84195,-97.227965
19990211ILOME,Handgun,42.03726,-88.2810994
19990211MSJEP,No Data,31.1443351,-89.406955
19990304ILNIS,Handgun,42.0333694,-87.7333972
19990416IDNON,Shotgun,43.727631,-116.7993684
19990420COCOL,Handgun,39.613321,-105.016649
19990420COCOL,Rifle,39.613321,-105.016649
19990420COCOL,Shotgun,39.613321,-105.016649
19990420COCOL,Shotgun,39.613321,-105.016649
19990422GAMAA,Handgun,33.7489924,-84.3902644
19990422LASCB,Handgun,30.4494155,-91.1869659
19990520GAHEC,Handgun,33.6676103,-84.0176904
19990520GAHEC,Rifle,33.6676103,-84.0176904
19990825GAJAM,No Data,33.3044654,-83.684096
19990909CASAS,Handgun,37.3361663,-121.890591
19990927FLEGT,Unknown,27.9477595,-82.458444
19991004SDJOP,Handgun,39.9214697,-75.2340177
19991011NVCLL,Handgun,36.1672559,-115.148516
19991021CASAP,Handgun,34.2625025,-118.427027
19991026PAMAP,No Data,39.9527237,-75.1635262
19991026WVGUB,No Data,38.2209232,-82.2037529
19991117TXDID,Rifle,29.4607876,-95.0513173
19991119NMDED,Handgun,32.2627416,-107.7581979
19991206OKFOF,Handgun,35.7975463,-95.2503409
20000110AKBAA,Handgun,61.218056,-149.900284
20000113NMALA,Handgun,35.0841034,-106.650985
20000119FLRIN,Handgun,28.2441768,-82.7192671
20000120NCERA,Rifle,35.595076,-82.5528478
20000126CAALM,Handgun,37.1641544,-120.7678602
20000126NESOO,No Data,41.2587459,-95.9383758
20000210PAPEY,Handgun,39.9390017,-75.2554605
20000214ILDUC,Handgun,41.8755616,-87.6244212
20000229MIBUF,Handgun,43.0161693,-83.6900211
20000310GABES,No Data,,
20000323OHMCL,Handgun,,
20000406OKHUH,Handgun,34.0106208,-95.513122
20000410AZLAT,Handgun,32.3110186,-111.083003
20000502COTHD,No Data,39.7392364,-104.984862
20000510AZCAS,Handgun,31.5545973,-110.2997756
20000526FLLAL,Handgun,26.615891,-80.0691435
20000717WADIR,Handgun,47.4923252,-122.2315617
20000726OHTIC,No Data,40.7985464,-81.3749508
20000905OHBIB,No Data,38.9186892,-82.2990401
20000907ILLOR,Handgun,41.4411786,-90.5766144
20000918OHMOM,Handgun,39.2336687,-84.5457778
20000926LACAN,Handgun,29.951065,-90.071533
20001005MNMIM,No Data,,
20001024AZPIG,Handgun,33.5386858,-112.185994
20001101TXNEC,Handgun,,
20001201CAGRL,Handgun,34.0536909,-118.242766
20001201CAJUS,No Data,32.7174202,-117.1627728
20001207CARIR,No Data,,
20001221FLNOM,No Data,25.7741728,-80.19362
20010103CABAS,Handgun,37.7790262,-122.419906
20010110CAHUO,Handgun,34.1976308,-119.1803818
20010117MDLAB,Handgun,39.2908816,-76.610759
20010202MIOSD,No Data,,
20010302CAHOS,No Data,32.7174202,-117.1627728
20010305CASAS,Handgun,32.8383828,-116.9739167
20010306MDLAL,Handgun,38.8824538,-76.8285746
20010307PABIW,Handgun,41.2493292,-77.0027671
20010307WAKEC,Handgun,47.3702429,-122.1193423
20010322CAGRE,Multiple Unknown,32.7947731,-116.962526
20010330INLEG,Handgun,41.6020962,-87.3370647
20010402TXKLH,Handgun,29.7589382,-95.3676974
20010410WAWAM,Rifle,46.736848,-119.896016
20010420LAMOM,Handgun,,
20010425OHJOC,No Data,,
20010515TXENE,Handgun,32.3293111,-96.6252679
20010607TXOUA,Handgun,32.7355816,-97.1071186
20010730CABEL,Handgun,,
20010912KYLAC,Handgun,39.0836224,-84.508371
20010921MDLAB,Handgun,39.2908816,-76.610759
20011012UTTAT,Handgun,40.6676347,-111.9388027
20011026CARER,Handgun,33.8455911,-118.3886766
20011026MIBES,Handgun,43.4200387,-83.9490365
20011112MICAC,Multiple Unknown,43.491132,-83.396897
20011130TXFRF,Handgun,,
20020111MSRAJ,No Data,32.2998686,-90.1830408
20020115NYMAN,Handgun,40.7127281,-74.0060152
20020124PAOLO,Rifle,40.3875936,-75.7896403
20020201TXBRB,Handgun,32.6762432,-97.9408718
20020206CAGAL,Handgun,34.0536909,-118.242766
20020207ILROC,Handgun,41.8755616,-87.6244212
20020322CAJOC,Handgun,38.6270984,-121.3222422
20020406MDLEB,Handgun,,
20020426LAABN,Handgun,29.951065,-90.071533
20021004MTCMG,Handgun,47.5048851,-111.29189
20021004TXPAS,Handgun,29.4195889,-98.6401832
20021007MDBEB,Rifle,38.9424464,-76.7301718
20021029NJLIJ,Handgun,40.7215682,-74.047455
20021107MOSTL,Handgun,39.246479,-94.419079
20021115CAAML,No Data,,
20021115TXSCS,Shotgun,32.7225172,-100.9052015
20021202MIOSD,Handgun,42.3315509,-83.0466403
20021212WAWIC,Rifle,,
20021216ILENC,Handgun,41.8755616,-87.6244212
20030121KYWEO,Handgun,38.3000809,-83.1740654
20030130OKJEJ,Handgun,36.0228734,-95.9683278
20030205CORAW,Handgun,39.8366528,-105.0372046
20030318IACLG,Rifle,42.7858231,-91.0995735
20030321MSNOM,Handgun,32.3643098,-88.703656
20030330CAROW,Handgun,36.9092773,-121.7529071
20030401DCCAW,Handgun,38.8950368,-77.0365427
20030414LAFAS,Handgun,32.48086,-93.713856
20030414LAJON,Rifle,29.951065,-90.071533
20030416TXGRA,No Data,32.9604779,-96.8300673
20030424PARER,Handgun,39.9009334,-76.6058001
20030513PAFOJ,No Data,40.3267407,-78.9219698
20030910MSVIV,Handgun,32.3528055,-90.8777342
20030917MACHB,Handgun,42.3554334,-71.060511
20030917MDOKE,Handgun,,
20030922WALES,Handgun,,
20030924MNROC,Handgun,45.4557973,-94.4288849
20030925NCBUL,Handgun,35.4140187,-81.5631474
20031001CARIS,Shotgun,38.5810606,-121.493895
20031007OHKEA,Handgun,41.083064,-81.518485
20031029LAMAM,Handgun,,
20031030DCANW,Handgun,38.8950368,-77.0365427
20031108TXHIS,Handgun,29.727995,-94.971869
20031113NCEAC,Handgun,35.2272086,-80.8430827
20031202ILFEC,Handgun,41.8755616,-87.6244212
20031204OKDOO,Handgun,35.4729886,-97.5170536
20031205ILCAC,Handgun,37.7274692,-89.216655
20031217MDOLM,Handgun,,
20031222NJCOW,Handgun,40.5536918,-74.2823573
20031229FLABE,No Data,30.3182866,-81.535778
20040115CAPOP,Handgun,34.0553813,-117.7517496
20040121NVFAH,Handgun,36.0301134,-114.9826194
20040202DCBAW,Handgun,38.8950368,-77.0365427
20040203TXYOH,Handgun,29.7589382,-95.3676974
20040206LAFAS,Handgun,32.48086,-93.713856
20040209NYCOE,Shotgun,,
20040211PATMP,Multiple Unknown,39.9527237,-75.1635262
20040213OHCOD,Handgun,39.7589478,-84.1916069
20040220LAGAS,Handgun,30.1252011,-91.8334498
20040305CASAL,No Data,34.0536909,-118.242766
20040317WACRJ,Rifle,48.1361991,-123.745475
20040504TXKAH,No Data,,
20040507MDRAR,Handgun,39.3676844,-76.7954545
20040512CAEAM,Shotgun,37.1641544,-120.7678602
20040524UTWES,Handgun,40.724043,-111.842024
20040609CACAO,No Data,37.8044557,-122.271356
20040803ALHUB,Handgun,33.5206824,-86.8024326
20040824TNHAM,Handgun,35.1185491,-89.904645
20040830ILPRM,Handgun,41.8789942,-87.8436412
20040912LABON,Handgun,29.951065,-90.071533
20040915INWIG,Handgun,41.6020962,-87.3370647
20041002NEJEG,Handgun,40.924271,-98.338685
20041007MANEN,Shotgun,42.8125913,-70.8772751
20041012CALAS,Handgun,37.3688301,-122.036349
20041015CABIB,No Data,39.4123876,-121.712751
20041021MDTHB,Handgun,39.2908816,-76.610759
20041022CATYH,No Data,37.6688205,-122.080796
20041115ALPAB,Handgun,33.5206824,-86.8024326
20041115INBRG,No Data,41.6020962,-87.3370647
20041116SCBAB,Handgun,32.4332813,-80.7467525
20041117FLAPA,Handgun,28.678013,-81.511398
20041119FLTEJ,Handgun,30.3321838,-81.655651
20041209WALAS,No Data,47.7706486,-117.5447364
20041213LALAL,Handgun,30.2305095,-93.2169807
20041231TXRIR,Handgun,29.5821811,-95.7607832
20050105PAMUN,Handgun,39.9972609,-75.1552656
20050126ILWOP,Handgun,40.6938609,-89.5891008
20050204GAMCA,Handgun,33.7489924,-84.3902644
20050208ILBOC,No Data,,
20050302TNSTD,Handgun,36.529776,-87.814594
20050309TNMAN,Handgun,36.095567,-86.8011251
20050310TXZAD,Handgun,,
20050314OHLEC,Handgun,39.9622601,-83.0007065
20050316PACAP,Rifle,40.4416941,-79.9900861
20050317CALOL,Handgun,,
20050317LAOPA,Handgun,29.9413467,-90.0375901
20050321MNRER,Handgun,47.8605178,-96.0988343
20050321MNRER,Shotgun,47.8605178,-96.0988343
20050321NYNEB,Handgun,40.6526006,-73.9497211
20050324TNFAM,Handgun,35.1185491,-89.904645
20050330TNEAM,Handgun,35.1185491,-89.904645
20050407TXCAC,Handgun,32.555664,-95.8640507
20050427LALER,Handgun,30.0823981,-90.5585162
20050429OHDAC,No Data,,
20050514TXBER,Handgun,32.9481789,-96.7297206
20050517PAHIL,Handgun,40.2295743,-76.9183997
20050520ILLOM,Other,42.2525476,-88.6078921
20050524COACD,Other,39.7392364,-104.984862
20050524LABOS,Handgun,32.48086,-93.713856
20050608NYARP,Other,,
20050612NJBAA,Handgun,,
20050718NJWEN,Handgun,40.735657,-74.1723667
20050816VICOE,No Data,17.72303,-64.78292
20050817CAPLB,Handgun,35.3738712,-119.0194639
20050819GAMOM,Handgun,33.5831662,-84.3393683
20050825TNMAD,Handgun,36.0219145,-83.4036691
20050901AKDIA,Handgun,61.218056,-149.900284
20050902FLSOJ,Handgun,30.3321838,-81.655651
20050913ILHAC,Handgun,41.8755616,-87.6244212
20050924MISAS,No Data,,
20051011MIFAF,Shotgun,42.4644795,-83.3763219
20051014NYSAN,Handgun,40.7127281,-74.0060152
20051019CASAS,No Data,34.8253019,-116.0833144
20051020MISAS,Handgun,43.4200387,-83.9490365
20051027CABIF,No Data,36.7394421,-119.7848307
20051028MDANA,Handgun,38.9786401,-76.492786
20051028NYFAF,Handgun,40.7328811,-73.4458564
20051108TNCAJ,Handgun,36.3507881,-84.1473621
20051115FLPAM,Handgun,25.9873137,-80.2322706
20051116TXIRS,Handgun,29.4195889,-98.6401832
20051205MABOR,Handgun,42.3248426,-71.0950158
20051206CASAG,Handgun,33.7746292,-117.9463717
20051206MICED,Handgun,42.3315509,-83.0466403
20060103NJLIJ,Handgun,,
20060110DEMOW,Handgun,39.7459468,-75.546589
20060111WIMAM,No Data,43.050831,-87.9586142
20060113ALPIP,Handgun,32.4640245,-86.4596966
20060113FLMIL,Rifle,28.7012172,-81.3461738
20060113MIOSD,Handgun,42.3315509,-83.0466403
20060118MTFRA,Other,46.1294685,-112.953131
20060118TXPAA,Handgun,29.4238472,-95.2441009
20060118VAINC,Handgun,36.7183708,-76.2466798
20060119OHWIC,No Data,39.1014537,-84.5124602
20060123CAWIV,Handgun,38.3565773,-121.9877444
20060127TXLAG,Handgun,32.8573945,-96.575419
20060130MTCMG,Handgun,47.5048851,-111.29189
20060203CALOC,Handgun,33.894927,-118.226624
20060209DEWIN,Handgun,39.6159851,-75.662956
20060215PAWEY,Handgun,39.9624662,-76.727729
20060221PAWEP,Rifle,40.4416941,-79.9900861
20060223ORROR,Handgun,43.216505,-123.3417381
20060310NYISN,Other,40.7127281,-74.0060152
20060314NVPIR,Handgun,39.5261206,-119.8126581
20060405DCROW,No Data,38.8950368,-77.0365427
20060418TXWEH,Handgun,29.7589382,-95.3676974
20060424NCEAC,Shotgun,35.9131542,-79.05578
20060505FLPAM,Handgun,25.9873137,-80.2322706
20060522SCBUI,Handgun,34.151439,-81.201246
20060525PANON,Rifle,,
20060605CAVEL,Handgun,34.0536909,-118.242766
20060606INWIG,Handgun,41.6020962,-87.3370647
20060615MIPED,Handgun,42.3315509,-83.0466403
20060731FLYOT,Handgun,27.9477595,-82.458444
20060815KYJTV,Handgun,37.8100674,-85.9813524
20060817TXMEA,Handgun,30.2711286,-97.7436995
20060819OHSOY,Handgun,41.1035786,-80.6520161
20060820GALYH,Handgun,31.8477347,-81.5960705
20060821INCAN,Handgun,37.9456824,-87.4046571
20060824VTESE,Handgun,44.514164,-73.056485
20060829DCANW,Handgun,38.8950368,-77.0365427
20060830NCORH,Multiple Unknown,36.0752088,-79.0992085
20060831ALOXO,Handgun,33.706205,-86.670079
20060905TNKIM,Handgun,35.1185491,-89.904645
20060908TXSOF,Handgun,32.753177,-97.3327459
20060913MOWEC,Handgun,38.6613007,-90.4423653
20060921DCCAW,Handgun,38.8950368,-77.0365427
20060927COPLB,Handgun,39.4064662,-105.4717013
20060929WIWEC,Multiple Unknown,43.458489,-90.214098
20061002PAWEN,Multiple Unknown,39.9539915,-76.0807861
20061009MOMEJ,Rifle,37.0841838,-94.5133385
20061010NYPOP,Other,,
20061012MDGRB,Handgun,39.2908816,-76.610759
20061017TXSEK,No Data,29.7857853,-95.8243956
20061031TNHAK,Handgun,36.0411087,-83.9239403
20061111CALIO,Handgun,37.8044557,-122.271356
20061122GASAA,Handgun,33.7489924,-84.3902644
20061201NCJOT,Handgun,35.0636588,-77.3534758
20061207NENOO,Handgun,41.2587459,-95.9383758
20061211ILCLC,Handgun,41.8755616,-87.6244212
20061212PASPS,Rifle,39.9306677,-75.3201879
20061213PABAB,Other,,
20061214PAMCC,Rifle,40.1178504,-80.4103439
20070102NCWEF,Handgun,35.0525759,-78.878292
20070103WAHET,Handgun,47.2374811,-122.4933075
20070104MINOD,No Data,,
20070108OHROC,Handgun,,
20070109CAGRV,No Data,34.1866193,-118.4486675
20070109NVWEL,Handgun,36.1672559,-115.148516
20070118PAWIP,Handgun,39.9527237,-75.1635262
20070124TNHAS,Handgun,35.2248034,-88.2492037
20070131ILHIC,Handgun,,
20070207FLPAJ,Handgun,30.3321838,-81.655651
20070208ORCRP,Handgun,44.2998261,-120.834972
20070208TXSTP,Other,29.8988618,-93.9288723
20070226CASLA,Other,,
20070227GACLA,Other,,
20070307CACEC,Handgun,33.894927,-118.226624
20070307MIHEM,Handgun,43.6155825,-84.2472117
20070307TXGRG,No Data,33.1384488,-96.1108066
20070308TNEAC,Handgun,34.998718,-85.2793086
20070323FLUNO,Other,28.5421109,-81.3790304
20070327CTSAH,Handgun,41.764582,-72.6908547
20070329SCMYM,Handgun,33.7191821,-78.8682558
20070410ILCHC,Handgun,41.8755616,-87.6244212
20070410ORSPG,Rifle,45.4997475,-122.4309766
20070418NCNOH,Handgun,35.4108278,-80.8429304
20070503OHGED,Other,,
20070504TXTIE,Handgun,28.8983009,-96.1419204
20070510MIHED,No Data,,
20070512TXWEM,Shotgun,,
20070515TXLIL,Handgun,,
20070523RIOAC,Other,41.7000996,-71.6828444
20070530NCVAG,Other,,
20070531NCNOG,Other,,
20070617SCBRB,Handgun,32.4215676,-80.7560189
20070628TXDAD,Handgun,32.7810789,-96.690261
20070709ILCAC,No Data,,
20070804NJMON,Handgun,40.735657,-74.1723667
20070928CALAO,Handgun,,
20070930AZSSP,No Data,,
20071001CTPLM,Other,41.5381535,-72.8070435
20071010OHSUC,Handgun,41.4996574,-81.6936772
20071024TNMAM,Handgun,35.1705651,-90.0324377
20071105LAJOR,Handgun,29.9602043,-90.2156316
20071126NYHOH,Handgun,,
20071221CABAU,No Data,36.3302284,-119.292058
20080204TNHAM,Handgun,35.100748,-90.0164714
20080211TNMIM,Handgun,35.1185491,-89.904645
20080214CAEOO,Handgun,34.1976308,-119.1803818
20080306ALDAM,Handgun,30.6913462,-88.0437509
20080416CAROF,Handgun,36.7394421,-119.7848307
20080516LAMAT,No Data,32.4084539,-91.1869112
20080811WAWAK,Handgun,46.1348314,-122.9119184
20080814WALAF,Handgun,47.3203876,-122.3547339
20080821TNCEK,Handgun,36.0411087,-83.9239403
20080902OHSOW,Handgun,,
20080915CAMIS,Handgun,38.5810606,-121.493895
20080919CAGEA,No Data,33.920407,-118.279049
20081016MIHED,No Data,42.3315509,-83.0466403
20081020CAVAA,Handgun,34.4807415,-118.1868379
20081023ALPRP,Handgun,30.7387998,-88.0788889
20081029CAELG,Other,37.0065078,-121.5631723
20081031MESTS,No Data,,
20081103CABEB,Handgun,33.9747806,-118.1866361
20081103CAELO,Other,,
20081112FLDIF,Handgun,26.1223084,-80.1433786
20081115COTHL,Handgun,40.385549,-105.0443613
20081115UTDES,Handgun,37.104153,-113.5841313
20081118CACEC,Handgun,37.5949316,-120.9577098
20081118CACOO,Handgun,,
20081125TXNOH,No Data,,
20081130CAOAG,Handgun,33.7746292,-117.9463717
20081202CAKIK,Handgun,36.2127439,-121.126028
20081205MNSHF,Handgun,43.6647961,-93.9510501
20081212NCGUA,Handgun,35.7079146,-79.8136446
20081212NYWIM,Handgun,40.765722,-72.836722
20081221SCSUS,Handgun,32.998755,-80.213348
20081222FLLAL,Handgun,27.9094665,-82.7873244
20081227PAWIP,No Data,,
20081231GASHS,Shotgun,32.0790074,-81.0921335
20081231OKKEN,No Data,35.2225717,-97.4394816
20090108DEWIN,Handgun,39.6159851,-75.662956
20090109ILDUC,Handgun,41.8755616,-87.6244212
20090114ILPEC,No Data,41.8755616,-87.6244212
20090120ILCOC,Handgun,,
20090120MIBEM,Handgun,,
20090120PAEAE,Handgun,42.1294712,-80.0852695
20090123ILCAC,Handgun,38.5661605,-90.1794236
20090127NCCLC,Handgun,,
20090210CABAE,Handgun,,
20090211NCSCZ,Handgun,35.8221621,-78.3132126
20090217MICED,Handgun,42.3315509,-83.0466403
20090220CAJOH,Shotgun,37.6688205,-122.080796
20090223CTBRN,Handgun,,
20090302SDROS,Other,43.5166419,-96.7217165
20090306NCWEF,No Data,35.0525759,-78.878292
20090310FLRIJ,Handgun,,
20090311TXCYH,Handgun,,
20090413CALOL,Handgun,34.0536909,-118.242766
20090501WISHS,No Data,43.7484308,-87.715252
20090505NYCAC,Shotgun,42.8858579,-77.2799761
20090518LALAL,Handgun,,
20090615CAINS,Handgun,,
20090624IAAPP,Handgun,42.5755594,-92.7870402
20090827NCWEF,Handgun,35.0525759,-78.878292
20090908CTSTS,Handgun,41.0534302,-73.5387341
20090916VAVIG,Handgun,37.6653991,-77.5048404
20091008NYMAM,Rifle,40.9912115,-72.5342547
20091016SCCAC,Handgun,33.6849121,-78.997381
20091030CAWIL,Shotgun,33.7690164,-118.191604
20091106PAHAW,Handgun,39.9568763,-75.1846425
20091211LABOS,Handgun,32.48086,-93.713856
20100120ALLIL,No Data,30.62028122,-87.75299835
20100205ALDIM,Handgun,31.3187878,-85.4938975
20100210TNINK,Handgun,36.0411087,-83.9239403
20100223CODEL,Rifle,39.613321,-105.016649
20100226WABIT,No Data,47.1879409,-122.452427
20100428VAWOP,Handgun,36.8320081,-76.297699
20100518CASOS,Handgun,33.9463456,-118.200981
20100830TNSUB,Handgun,36.531447,-82.386682
20100908MIMUD,No Data,42.3315509,-83.0466403
20100921SCSOC,Handgun,33.6849121,-78.997381
20101001CAALS,No Data,36.6744117,-121.655037
20101008CAKEC,Handgun,33.1580933,-117.3505966
20101023KSTOT,Handgun,39.049011,-95.677556
20101129WIMAM,Handgun,45.0807092,-87.6309036
20101206COAUA,Handgun,39.7405111,-104.830994
20110104INCRC,Other,,
20110105NEMIO,Handgun,41.2587459,-95.9383758
20110118CAGAL,Handgun,34.0536909,-118.242766
20110202CALOP,Handgun,38.7296252,-120.798546
20110325INMAM,Handgun,39.4278253,-86.428328
20110330TXWOH,Handgun,29.7589382,-95.3676974
20110413FLSHA,Handgun,28.678013,-81.511398
20110419TXBEH,Handgun,29.7589382,-95.3676974
20110517WAHOE,Handgun,47.9219576,-122.2366898
20110523HIHIP,Handgun,21.4001231,-157.969428
20110923WAISS,Rifle,,
20110930NCGAC,Handgun,35.2272086,-80.8430827
20110930ORWIP,Handgun,45.5202471,-122.674194
20110930ORWIP,Shotgun,45.5202471,-122.674194
20111024NCCAF,Rifle,35.0525759,-78.878292
20111212TXHAE,Rifle,,
20111228MINOF,Handgun,,
20120104TXCUB,Handgun,25.9015688,-97.4984005
20120110TXNOH,Handgun,29.7589382,-95.3676974
20120210NHWAW,Shotgun,43.07943,-72.4259189
20120222WAARB,Handgun,47.5933106,-122.6360255
20120227OHCHC,Handgun,41.5824944,-81.2034066
20120306FLEPJ,Rifle,30.3321838,-81.655651
20120315ALLEM,Handgun,30.6913462,-88.0437509
20120401ARKIR,Handgun,36.3330154,-94.1166283
20120525AZWEA,Handgun,33.4355977,-112.349602
20120525NCMAC,Handgun,35.9131542,-79.05578
20120706RINAP,No Data,41.8789531,-71.3821203
20120816TNHAM,Unknown,35.100748,-90.0164714
20120824GABAH,Handgun,34.3337156,-83.499055
20120827MDPEP,Shotgun,39.4042496,-76.4795561
20120907ILNON,Handgun,40.5092961,-88.9843937
20120926OKSTS,Handgun,36.1156306,-97.0585717
20121012NDFAF,Handgun,46.05496,-96.60229
20121019ILBAC,Unknown,41.8755616,-87.6244212
20121210TXSPH,Handgun,29.7589382,-95.3676974
20121214CTSAN,Handgun,41.4134764,-73.3086445
20121214CTSAN,Handgun,41.4134764,-73.3086445
20121214CTSAN,Rifle,41.4134764,-73.3086445
20121214CTSAN,Shotgun,41.4134764,-73.3086445
20130107FLAPF,Unknown,26.640628,-81.8723084
20130110CATAT,Shotgun,35.1424671,-119.456507
20130111MIOSD,Unknown,42.3315509,-83.0466403
20130131GAPRA,Handgun,33.7489924,-84.3902644
20130201MIMAD,Handgun,42.3315509,-83.0466403
20130213CAHIS,Handgun,37.7249296,-122.1560768
20130227GAGRA,Handgun,33.7489924,-84.3902644
20130321MIDAS,Handgun,42.2037103,-83.2067556
20130416TXTET,Handgun,31.1058315,-97.3556697
20130429OHLAC,Handgun,39.1014537,-84.5124602
20130430NMTUT,Rifle,33.073973,-106.018602
20130513ALOSB,Handgun,,
20130523FLREH,Handgun,25.4718946,-80.4759905
20130618NCHIC,Handgun,35.2272086,-80.8430827
20130619FLALW,Handgun,26.715364,-80.0532942
20130815TNNOC,Handgun,36.5723618,-87.4343127
20130820GAROD,Rifle,30.8736613,-84.5740953
20130822TNWEM,Handgun,35.1185491,-89.904645
20130823MSNOS,Unknown,,
20130830NCCAW,Handgun,36.0998131,-80.2440518
20130927ILROC,Handgun,41.8755616,-87.6244212
